file,bug_type,language,complexity_level,imports_count,includes_count,null_checks,pointer_ops,brace_depth,py_max_indent,api_calls,loop_complexity,array_access,thread_ops,sync_ops,error_handling,resource_ops,nested_conditions,loc,v(g),branchCount,uniq_Op,total_Op,total_Opnd
synthetic_0024.cpp,logic_error,.cpp,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,301,21.33,47,23,301,150
synthetic_0025.cpp,off_by_one,.cpp,very_high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,489,22.22,33,16,489,244
synthetic_0026.java,null_pointer,.java,low,0,0,0,True,3,0,2,0,False,0,0,1,False,0,20,2.54,3,1,20,10
synthetic_0027.c,logic_error,.c,medium,0,2,0,False,0,0,0,0,False,False,False,0,0,0,63,6.26,10,5,63,31
synthetic_0028.py,memory_leak,.py,low,0,0,0,True,0,8,0,0,False,False,False,0,False,0,28,2.61,5,2,28,14
synthetic_0029.py,race_condition,.py,medium,0,0,0,False,0,8,0,0,False,False,False,0,False,0,90,7.68,10,5,90,45
synthetic_0030.cpp,logic_error,.cpp,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,466,15.7,46,23,466,233
synthetic_0031.cpp,null_pointer,.cpp,high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,256,9.33,20,10,256,128
synthetic_0032.cpp,off_by_one,.cpp,very_high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,453,19.88,30,15,453,226
synthetic_0033.java,null_pointer,.java,very_high,0,0,0,True,3,0,2,0,False,0,0,1,False,0,424,17.43,36,18,424,212
synthetic_0034.java,race_condition,.java,very_high,0,0,0,False,2,0,0,0,False,0,1,0,False,0,405,22.23,32,16,405,202
synthetic_0035.py,off_by_one,.py,low,0,0,0,False,0,16,0,2,True,False,False,0,False,0,21,2.74,3,1,21,10
synthetic_0036.cpp,api_misuse,.cpp,low,0,2,0,True,1,0,4,0,True,False,False,0,0,0,33,2.62,2,1,33,16
synthetic_0037.java,memory_leak,.java,very_high,0,0,0,True,1,0,0,0,False,0,0,0,False,0,383,24.49,32,16,383,191
synthetic_0038.py,null_pointer,.py,medium,0,0,0,True,0,8,0,0,False,False,False,0,False,0,95,7.03,13,6,95,47
synthetic_0039.py,logic_error,.py,medium,0,0,0,False,0,12,0,0,False,False,False,0,False,0,78,3.72,8,4,78,39
synthetic_0040.java,null_pointer,.java,very_high,0,0,0,True,3,0,2,0,False,0,0,1,False,0,422,16.13,32,16,422,211
synthetic_0041.java,memory_leak,.java,medium,0,0,0,True,1,0,0,0,False,0,0,0,False,0,107,4.23,5,2,107,53
synthetic_0042.java,api_misuse,.java,medium,0,0,0,False,2,0,2,0,False,0,0,1,False,0,95,5.22,10,5,95,47
synthetic_0043.c,memory_leak,.c,low,0,2,0,True,1,0,5,0,False,False,False,0,1,0,23,1.45,5,2,23,11
synthetic_0044.c,off_by_one,.c,low,0,2,0,False,3,0,4,1,True,False,False,1,0,0,21,1.77,4,2,21,10
synthetic_0045.java,resource_exhaustion,.java,high,0,0,0,False,3,0,1,1,False,0,0,1,False,0,252,8.27,23,11,252,126
synthetic_0046.java,resource_exhaustion,.java,low,0,0,0,False,3,0,1,1,False,0,0,1,False,0,41,1.1,3,1,41,20
synthetic_0047.cpp,memory_leak,.cpp,low,0,2,0,True,1,0,5,0,False,False,False,0,1,0,38,2.48,5,2,38,19
synthetic_0048.cpp,memory_leak,.cpp,high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,174,8.12,28,14,174,87
synthetic_0049.cpp,off_by_one,.cpp,low,0,2,0,False,3,0,4,1,True,False,False,1,0,0,22,1.36,5,2,22,11
synthetic_0050.py,off_by_one,.py,high,0,0,0,False,0,16,0,2,True,False,False,0,False,0,285,12.28,16,8,285,142
synthetic_0051.py,resource_exhaustion,.py,low,0,0,0,False,0,16,0,1,True,False,False,0,False,0,24,1.43,3,1,24,12
synthetic_0052.cpp,resource_exhaustion,.cpp,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,313,21.88,46,23,313,156
synthetic_0053.java,race_condition,.java,medium,0,0,0,False,2,0,0,0,False,0,1,0,False,0,96,4.98,9,4,96,48
synthetic_0054.py,off_by_one,.py,low,0,0,0,False,0,16,0,2,True,False,False,0,False,0,30,1.12,2,1,30,15
synthetic_0055.c,api_misuse,.c,high,0,2,0,True,1,0,4,0,True,False,False,0,0,0,187,12.04,18,9,187,93
synthetic_0056.c,memory_leak,.c,medium,0,2,0,True,1,0,5,0,False,False,False,0,1,0,69,5.5,9,4,69,34
synthetic_0057.py,off_by_one,.py,high,0,0,0,False,0,16,0,2,True,False,False,0,False,0,169,8.56,28,14,169,84
synthetic_0058.cpp,api_misuse,.cpp,high,0,2,0,True,1,0,4,0,True,False,False,0,0,0,197,14.35,30,15,197,98
synthetic_0059.java,logic_error,.java,very_high,0,0,0,False,3,0,0,0,False,0,0,1,False,1,481,15.5,48,24,481,240
synthetic_0060.java,null_pointer,.java,high,0,0,0,True,3,0,2,0,False,0,0,1,False,0,251,12.54,23,11,251,125
synthetic_0061.cpp,resource_exhaustion,.cpp,high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,216,12.65,23,11,216,108
synthetic_0062.c,race_condition,.c,medium,0,2,0,False,0,0,0,0,False,False,False,0,0,0,101,3.48,13,6,101,50
synthetic_0063.c,race_condition,.c,high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,185,14.83,15,7,185,92
synthetic_0064.java,null_pointer,.java,low,0,0,0,True,3,0,2,0,False,0,0,1,False,0,46,1.6,3,1,46,23
synthetic_0065.c,race_condition,.c,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,328,17.66,43,21,328,164
synthetic_0066.c,race_condition,.c,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,32,2.76,5,2,32,16
synthetic_0067.py,api_misuse,.py,high,0,0,0,False,0,8,0,0,False,False,False,0,False,0,163,9.59,20,10,163,81
synthetic_0068.cpp,memory_leak,.cpp,medium,0,2,0,True,1,0,5,0,False,False,False,0,1,0,126,4.28,12,6,126,63
synthetic_0069.c,off_by_one,.c,low,0,2,0,False,3,0,4,1,True,False,False,1,0,0,48,1.87,5,2,48,24
synthetic_0070.py,off_by_one,.py,high,0,0,0,False,0,16,0,2,True,False,False,0,False,0,291,9.19,18,9,291,145
synthetic_0071.c,null_pointer,.c,medium,0,2,0,True,2,0,3,0,False,False,False,1,0,0,95,6.56,11,5,95,47
synthetic_0072.c,off_by_one,.c,high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,153,10.78,22,11,153,76
synthetic_0073.c,null_pointer,.c,low,0,2,0,True,2,0,3,0,False,False,False,1,0,0,38,1.47,5,2,38,19
synthetic_0074.c,memory_leak,.c,high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,296,10.75,20,10,296,148
synthetic_0075.c,off_by_one,.c,low,0,2,0,False,3,0,4,1,True,False,False,1,0,0,22,1.58,5,2,22,11
synthetic_0076.cpp,memory_leak,.cpp,medium,0,2,0,True,1,0,5,0,False,False,False,0,1,0,66,6.23,12,6,66,33
synthetic_0077.java,null_pointer,.java,high,0,0,0,True,3,0,2,0,False,0,0,1,False,0,163,12.22,21,10,163,81
synthetic_0078.py,resource_exhaustion,.py,high,0,0,0,False,0,16,0,1,True,False,False,0,False,0,296,8.56,26,13,296,148
synthetic_0079.java,off_by_one,.java,very_high,0,0,0,False,4,0,3,1,True,0,0,1,False,0,387,20.72,47,23,387,193
synthetic_0080.c,memory_leak,.c,low,0,2,0,True,1,0,5,0,False,False,False,0,1,0,20,2.46,3,1,20,10
synthetic_0081.py,off_by_one,.py,medium,0,0,0,False,0,16,0,2,True,False,False,0,False,0,85,4.44,7,3,85,42
synthetic_0082.cpp,null_pointer,.cpp,high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,295,14.08,24,12,295,147
synthetic_0083.java,race_condition,.java,low,0,0,0,False,2,0,0,0,False,0,1,0,False,0,25,2.78,2,1,25,12
synthetic_0084.cpp,memory_leak,.cpp,very_high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,491,18.55,35,17,491,245
synthetic_0085.java,logic_error,.java,medium,0,0,0,False,3,0,0,0,False,0,0,1,False,1,67,3.83,15,7,67,33
synthetic_0086.cpp,off_by_one,.cpp,low,0,2,0,False,3,0,4,1,True,False,False,1,0,0,34,2.35,2,1,34,17
synthetic_0087.cpp,api_misuse,.cpp,high,0,2,0,True,1,0,4,0,True,False,False,0,0,0,263,14.64,24,12,263,131
synthetic_0088.java,resource_exhaustion,.java,high,0,0,0,False,3,0,1,1,False,0,0,1,False,0,197,14.36,21,10,197,98
synthetic_0089.java,resource_exhaustion,.java,medium,0,0,0,False,3,0,1,1,False,0,0,1,False,0,77,4.04,8,4,77,38
synthetic_0090.py,null_pointer,.py,very_high,0,0,0,True,0,8,0,0,False,False,False,0,False,0,444,23.53,30,15,444,222
synthetic_0091.cpp,race_condition,.cpp,high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,284,13.12,16,8,284,142
synthetic_0092.java,logic_error,.java,medium,0,0,0,False,3,0,0,0,False,0,0,1,False,1,108,5.57,11,5,108,54
synthetic_0093.cpp,off_by_one,.cpp,medium,0,2,0,False,3,0,4,1,True,False,False,1,0,0,109,4.69,14,7,109,54
synthetic_0094.cpp,null_pointer,.cpp,high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,202,11.43,22,11,202,101
synthetic_0095.py,off_by_one,.py,low,0,0,0,False,0,16,0,2,True,False,False,0,False,0,44,1.14,5,2,44,22
synthetic_0096.c,resource_exhaustion,.c,high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,190,11.62,23,11,190,95
synthetic_0097.cpp,off_by_one,.cpp,very_high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,471,19.48,41,20,471,235
synthetic_0098.py,off_by_one,.py,very_high,0,0,0,False,0,16,0,2,True,False,False,0,False,0,345,20.77,41,20,345,172
synthetic_0099.java,api_misuse,.java,very_high,0,0,0,False,2,0,2,0,False,0,0,1,False,0,495,22.97,32,16,495,247
synthetic_0100.java,memory_leak,.java,very_high,0,0,0,True,1,0,0,0,False,0,0,0,False,0,414,22.52,46,23,414,207
synthetic_0101.java,logic_error,.java,low,0,0,0,False,3,0,0,0,False,0,0,1,False,1,46,2.56,4,2,46,23
synthetic_0102.py,memory_leak,.py,medium,0,0,0,True,0,8,0,0,False,False,False,0,False,0,81,5.83,7,3,81,40
synthetic_0103.java,race_condition,.java,medium,0,0,0,False,2,0,0,0,False,0,1,0,False,0,146,7.13,12,6,146,73
synthetic_0104.java,null_pointer,.java,medium,0,0,0,True,3,0,2,0,False,0,0,1,False,0,127,7.61,11,5,127,63
synthetic_0105.py,null_pointer,.py,low,0,0,0,True,0,8,0,0,False,False,False,0,False,0,38,1.4,4,2,38,19
synthetic_0106.py,api_misuse,.py,low,0,0,0,False,0,8,0,0,False,False,False,0,False,0,39,2.3,5,2,39,19
synthetic_0107.c,off_by_one,.c,high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,174,12.5,24,12,174,87
synthetic_0108.c,logic_error,.c,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,317,21.42,35,17,317,158
synthetic_0109.cpp,race_condition,.cpp,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,22,2.52,5,2,22,11
synthetic_0110.cpp,null_pointer,.cpp,very_high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,348,19.49,33,16,348,174
synthetic_0111.py,race_condition,.py,very_high,0,0,0,False,0,8,0,0,False,False,False,0,False,0,328,24.02,33,16,328,164
synthetic_0112.cpp,logic_error,.cpp,medium,0,2,0,False,0,0,0,0,False,False,False,0,0,0,80,7.65,11,5,80,40
synthetic_0113.cpp,resource_exhaustion,.cpp,high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,156,8.4,17,8,156,78
synthetic_0114.py,resource_exhaustion,.py,high,0,0,0,False,0,16,0,1,True,False,False,0,False,0,180,12.47,17,8,180,90
synthetic_0115.cpp,memory_leak,.cpp,high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,258,9.4,16,8,258,129
synthetic_0116.java,logic_error,.java,high,0,0,0,False,3,0,0,0,False,0,0,1,False,1,228,12.06,25,12,228,114
synthetic_0117.py,logic_error,.py,high,0,0,0,False,0,12,0,0,False,False,False,0,False,0,246,12.21,21,10,246,123
synthetic_0118.c,null_pointer,.c,high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,187,14.45,24,12,187,93
synthetic_0119.cpp,logic_error,.cpp,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,444,17.74,39,19,444,222
synthetic_0120.java,race_condition,.java,low,0,0,0,False,2,0,0,0,False,0,1,0,False,0,39,1.67,5,2,39,19
synthetic_0121.c,logic_error,.c,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,29,1.0,4,2,29,14
synthetic_0122.java,memory_leak,.java,medium,0,0,0,True,1,0,0,0,False,0,0,0,False,0,144,4.27,6,3,144,72
synthetic_0123.cpp,off_by_one,.cpp,very_high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,468,23.3,45,22,468,234
synthetic_0124.cpp,memory_leak,.cpp,very_high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,448,15.1,35,17,448,224
synthetic_0125.c,memory_leak,.c,very_high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,494,15.82,49,24,494,247
synthetic_0126.c,off_by_one,.c,medium,0,2,0,False,3,0,4,1,True,False,False,1,0,0,136,4.78,6,3,136,68
synthetic_0127.c,off_by_one,.c,medium,0,2,0,False,3,0,4,1,True,False,False,1,0,0,105,7.55,5,2,105,52
synthetic_0128.py,race_condition,.py,low,0,0,0,False,0,8,0,0,False,False,False,0,False,0,31,1.54,3,1,31,15
synthetic_0129.py,api_misuse,.py,medium,0,0,0,False,0,8,0,0,False,False,False,0,False,0,114,5.37,13,6,114,57
synthetic_0130.c,api_misuse,.c,low,0,2,0,True,1,0,4,0,True,False,False,0,0,0,50,1.93,4,2,50,25
synthetic_0131.java,api_misuse,.java,high,0,0,0,False,2,0,2,0,False,0,0,1,False,0,242,12.38,28,14,242,121
synthetic_0132.py,memory_leak,.py,very_high,0,0,0,True,0,8,0,0,False,False,False,0,False,0,344,20.1,34,17,344,172
synthetic_0133.java,logic_error,.java,very_high,0,0,0,False,3,0,0,0,False,0,0,1,False,1,477,22.42,42,21,477,238
synthetic_0134.py,logic_error,.py,low,0,0,0,False,0,12,0,0,False,False,False,0,False,0,29,1.03,3,1,29,14
synthetic_0135.java,null_pointer,.java,medium,0,0,0,True,3,0,2,0,False,0,0,1,False,0,84,6.28,12,6,84,42
synthetic_0136.cpp,off_by_one,.cpp,low,0,2,0,False,3,0,4,1,True,False,False,1,0,0,43,2.19,2,1,43,21
synthetic_0137.py,off_by_one,.py,very_high,0,0,0,False,0,16,0,2,True,False,False,0,False,0,394,23.05,45,22,394,197
synthetic_0138.cpp,memory_leak,.cpp,medium,0,2,0,True,1,0,5,0,False,False,False,0,1,0,82,3.11,12,6,82,41
synthetic_0139.c,api_misuse,.c,low,0,2,0,True,1,0,4,0,True,False,False,0,0,0,46,2.82,4,2,46,23
synthetic_0140.java,memory_leak,.java,very_high,0,0,0,True,1,0,0,0,False,0,0,0,False,0,444,24.65,34,17,444,222
synthetic_0141.py,memory_leak,.py,medium,0,0,0,True,0,8,0,0,False,False,False,0,False,0,109,4.53,13,6,109,54
synthetic_0142.py,resource_exhaustion,.py,medium,0,0,0,False,0,16,0,1,True,False,False,0,False,0,126,3.14,15,7,126,63
synthetic_0143.java,off_by_one,.java,medium,0,0,0,False,4,0,3,1,True,0,0,1,False,0,61,5.27,10,5,61,30
synthetic_0144.c,race_condition,.c,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,29,2.63,4,2,29,14
synthetic_0145.py,off_by_one,.py,low,0,0,0,False,0,16,0,2,True,False,False,0,False,0,49,2.58,3,1,49,24
synthetic_0146.py,resource_exhaustion,.py,low,0,0,0,False,0,16,0,1,True,False,False,0,False,0,27,2.94,2,1,27,13
synthetic_0147.py,off_by_one,.py,very_high,0,0,0,False,0,16,0,2,True,False,False,0,False,0,426,19.4,37,18,426,213
synthetic_0148.cpp,race_condition,.cpp,medium,0,2,0,False,0,0,0,0,False,False,False,0,0,0,107,4.55,5,2,107,53
synthetic_0149.cpp,memory_leak,.cpp,low,0,2,0,True,1,0,5,0,False,False,False,0,1,0,30,2.6,5,2,30,15
synthetic_0150.cpp,api_misuse,.cpp,high,0,2,0,True,1,0,4,0,True,False,False,0,0,0,229,13.21,30,15,229,114
synthetic_0151.cpp,race_condition,.cpp,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,39,2.86,2,1,39,19
synthetic_0152.cpp,resource_exhaustion,.cpp,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,34,1.07,2,1,34,17
synthetic_0153.cpp,race_condition,.cpp,medium,0,2,0,False,0,0,0,0,False,False,False,0,0,0,118,3.66,9,4,118,59
synthetic_0154.java,off_by_one,.java,high,0,0,0,False,4,0,3,1,True,0,0,1,False,0,214,8.24,30,15,214,107
synthetic_0155.cpp,null_pointer,.cpp,low,0,2,0,True,2,0,3,0,False,False,False,1,0,0,26,1.35,2,1,26,13
synthetic_0156.cpp,api_misuse,.cpp,medium,0,2,0,True,1,0,4,0,True,False,False,0,0,0,126,3.88,8,4,126,63
synthetic_0157.c,api_misuse,.c,very_high,0,2,0,True,1,0,4,0,True,False,False,0,0,0,455,17.74,49,24,455,227
synthetic_0158.c,race_condition,.c,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,325,20.49,37,18,325,162
synthetic_0159.c,off_by_one,.c,high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,192,14.49,23,11,192,96
synthetic_0160.cpp,resource_exhaustion,.cpp,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,21,2.41,4,2,21,10
synthetic_0161.cpp,logic_error,.cpp,medium,0,2,0,False,0,0,0,0,False,False,False,0,0,0,54,6.52,14,7,54,27
synthetic_0162.c,logic_error,.c,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,466,23.43,45,22,466,233
synthetic_0163.java,off_by_one,.java,high,0,0,0,False,4,0,3,1,True,0,0,1,False,0,266,14.53,29,14,266,133
synthetic_0164.py,resource_exhaustion,.py,very_high,0,0,0,False,0,16,0,1,True,False,False,0,False,0,335,21.31,46,23,335,167
synthetic_0165.py,memory_leak,.py,medium,0,0,0,True,0,8,0,0,False,False,False,0,False,0,112,3.27,14,7,112,56
synthetic_0166.c,api_misuse,.c,low,0,2,0,True,1,0,4,0,True,False,False,0,0,0,26,2.15,2,1,26,13
synthetic_0167.java,null_pointer,.java,low,0,0,0,True,3,0,2,0,False,0,0,1,False,0,30,1.8,3,1,30,15
synthetic_0168.java,resource_exhaustion,.java,very_high,0,0,0,False,3,0,1,1,False,0,0,1,False,0,328,23.55,48,24,328,164
synthetic_0169.cpp,off_by_one,.cpp,very_high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,471,18.17,36,18,471,235
synthetic_0170.cpp,logic_error,.cpp,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,22,1.58,4,2,22,11
synthetic_0171.cpp,logic_error,.cpp,high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,266,10.51,15,7,266,133
synthetic_0172.py,off_by_one,.py,high,0,0,0,False,0,16,0,2,True,False,False,0,False,0,276,12.38,21,10,276,138
synthetic_0173.c,resource_exhaustion,.c,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,328,16.14,40,20,328,164
synthetic_0174.c,logic_error,.c,medium,0,2,0,False,0,0,0,0,False,False,False,0,0,0,82,4.69,7,3,82,41
synthetic_0175.cpp,api_misuse,.cpp,high,0,2,0,True,1,0,4,0,True,False,False,0,0,0,268,12.66,26,13,268,134
synthetic_0176.java,resource_exhaustion,.java,high,0,0,0,False,3,0,1,1,False,0,0,1,False,0,168,14.0,15,7,168,84
synthetic_0177.py,memory_leak,.py,low,0,0,0,True,0,8,0,0,False,False,False,0,False,0,42,1.96,2,1,42,21
synthetic_0178.cpp,logic_error,.cpp,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,499,18.73,32,16,499,249
synthetic_0179.java,memory_leak,.java,high,0,0,0,True,1,0,0,0,False,0,0,0,False,0,276,11.9,22,11,276,138
synthetic_0180.c,api_misuse,.c,low,0,2,0,True,1,0,4,0,True,False,False,0,0,0,47,2.07,2,1,47,23
synthetic_0181.cpp,null_pointer,.cpp,medium,0,2,0,True,2,0,3,0,False,False,False,1,0,0,100,5.89,6,3,100,50
synthetic_0182.java,logic_error,.java,medium,0,0,0,False,3,0,0,0,False,0,0,1,False,1,90,5.53,8,4,90,45
synthetic_0183.c,null_pointer,.c,very_high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,369,16.87,45,22,369,184
synthetic_0184.java,api_misuse,.java,medium,0,0,0,False,2,0,2,0,False,0,0,1,False,0,112,7.98,13,6,112,56
synthetic_0185.c,logic_error,.c,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,21,1.31,4,2,21,10
synthetic_0186.cpp,memory_leak,.cpp,very_high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,468,19.41,48,24,468,234
synthetic_0187.py,resource_exhaustion,.py,medium,0,0,0,False,0,16,0,1,True,False,False,0,False,0,79,7.35,6,3,79,39
synthetic_0188.c,null_pointer,.c,high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,282,12.66,15,7,282,141
synthetic_0189.java,api_misuse,.java,medium,0,0,0,False,2,0,2,0,False,0,0,1,False,0,66,6.24,14,7,66,33
synthetic_0190.cpp,api_misuse,.cpp,high,0,2,0,True,1,0,4,0,True,False,False,0,0,0,151,14.46,21,10,151,75
synthetic_0191.py,null_pointer,.py,very_high,0,0,0,True,0,8,0,0,False,False,False,0,False,0,339,23.96,30,15,339,169
synthetic_0192.py,off_by_one,.py,medium,0,0,0,False,0,16,0,2,True,False,False,0,False,0,81,5.53,8,4,81,40
synthetic_0193.c,resource_exhaustion,.c,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,406,22.46,38,19,406,203
synthetic_0194.java,api_misuse,.java,low,0,0,0,False,2,0,2,0,False,0,0,1,False,0,34,2.37,5,2,34,17
synthetic_0195.py,off_by_one,.py,medium,0,0,0,False,0,16,0,2,True,False,False,0,False,0,92,6.72,7,3,92,46
synthetic_0196.py,logic_error,.py,very_high,0,0,0,False,0,12,0,0,False,False,False,0,False,0,418,24.91,30,15,418,209
synthetic_0197.cpp,null_pointer,.cpp,high,0,2,0,True,2,0,3,0,False,False,False,1,0,0,275,13.7,21,10,275,137
synthetic_0198.cpp,resource_exhaustion,.cpp,high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,212,9.64,15,7,212,106
synthetic_0199.cpp,logic_error,.cpp,low,0,2,0,False,0,0,0,0,False,False,False,0,0,0,45,2.55,3,1,45,22
synthetic_0200.cpp,memory_leak,.cpp,very_high,0,2,0,True,1,0,5,0,False,False,False,0,1,0,412,15.34,42,21,412,206
synthetic_0201.py,race_condition,.py,low,0,0,0,False,0,8,0,0,False,False,False,0,False,0,22,2.37,3,1,22,11
synthetic_0202.c,race_condition,.c,very_high,0,2,0,False,0,0,0,0,False,False,False,0,0,0,424,23.53,46,23,424,212
synthetic_0203.java,null_pointer,.java,high,0,0,0,True,3,0,2,0,False,0,0,1,False,0,261,11.25,28,14,261,130
synthetic_0204.py,memory_leak,.py,low,0,0,0,True,0,8,0,0,False,False,False,0,False,0,27,2.97,4,2,27,13
synthetic_0205.cpp,memory_leak,.cpp,low,0,2,0,True,1,0,5,0,False,False,False,0,1,0,45,2.69,5,2,45,22
synthetic_0206.java,api_misuse,.java,high,0,0,0,False,2,0,2,0,False,0,0,1,False,0,242,13.76,25,12,242,121
synthetic_0207.cpp,off_by_one,.cpp,very_high,0,2,0,False,3,0,4,1,True,False,False,1,0,0,368,16.68,30,15,368,184
synthetic_0208.py,race_condition,.py,medium,0,0,0,False,0,8,0,0,False,False,False,0,False,0,118,3.67,10,5,118,59
synthetic_0209.py,memory_leak,.py,very_high,0,0,0,True,0,8,0,0,False,False,False,0,False,0,371,23.11,35,17,371,185
synthetic_0210.py,logic_error,.py,low,0,0,0,False,0,12,0,0,False,False,False,0,False,0,48,1.32,4,2,48,24
